Optimal solution found:
permutation_4_0 = -0.0
permutation_4_1 = 0.0
permutation_4_2 = 0.0
permutation_4_3 = 1.0
permutation_4_4 = 1.0
permutation_4_5 = 1.0
permutation_4_6 = 1.0
permutation_4_7 = 0.0
permutation_4_8 = 0.0
permutation_4_9 = 0.0
permutation_4_10 = -0.0
mod_permutation_0_0 = 0.0
bit_change_0_0 = -0.0
mod_permutation_0_1 = 0.0
bit_change_0_1 = 0.0
mod_permutation_0_2 = 1.0
bit_change_0_2 = 0.0
mod_permutation_0_3 = 1.0
bit_change_0_3 = 0.0
mod_permutation_0_4 = 1.0
bit_change_0_4 = 0.0
mod_permutation_0_5 = 1.0
bit_change_0_5 = 0.0
mod_permutation_0_6 = 1.0
bit_change_0_6 = 0.0
mod_permutation_0_7 = 1.0
bit_change_0_7 = 0.0
mod_permutation_0_8 = 1.0
bit_change_0_8 = 0.0
mod_permutation_0_9 = 0.0
bit_change_0_9 = 0.0
mod_permutation_0_10 = 0.0
bit_change_0_10 = -0.0
mod_permutation_1_0 = 0.0
bit_change_1_0 = -0.0
mod_permutation_1_1 = 1.0
bit_change_1_1 = -0.0
mod_permutation_1_2 = 1.0
bit_change_1_2 = -0.0
mod_permutation_1_3 = 1.0
bit_change_1_3 = -0.0
mod_permutation_1_4 = 1.0
bit_change_1_4 = -0.0
mod_permutation_1_5 = 1.0
bit_change_1_5 = -0.0
mod_permutation_1_6 = 1.0
bit_change_1_6 = -0.0
mod_permutation_1_7 = 1.0
bit_change_1_7 = -0.0
mod_permutation_1_8 = 1.0
bit_change_1_8 = -0.0
mod_permutation_1_9 = 1.0
bit_change_1_9 = -0.0
mod_permutation_1_10 = -0.0
bit_change_1_10 = -0.0
mod_permutation_2_0 = 1.0
bit_change_2_0 = -0.0
mod_permutation_2_1 = 1.0
bit_change_2_1 = 0.0
mod_permutation_2_2 = 1.0
bit_change_2_2 = 0.0
mod_permutation_2_3 = 1.0
bit_change_2_3 = 0.0
mod_permutation_2_4 = 1.0
bit_change_2_4 = 0.0
mod_permutation_2_5 = 0.0
bit_change_2_5 = 0.0
mod_permutation_2_6 = 0.0
bit_change_2_6 = 0.0
mod_permutation_2_7 = 0.0
bit_change_2_7 = 0.0
mod_permutation_2_8 = 0.0
bit_change_2_8 = 0.0
mod_permutation_2_9 = 0.0
bit_change_2_9 = 0.0
mod_permutation_2_10 = 1.0
bit_change_2_10 = -0.0
mod_permutation_3_0 = 0.0
bit_change_3_0 = -0.0
mod_permutation_3_1 = 1.0
bit_change_3_1 = 0.0
mod_permutation_3_2 = 1.0
bit_change_3_2 = 0.0
mod_permutation_3_3 = 0.0
bit_change_3_3 = 0.0
mod_permutation_3_4 = 0.0
bit_change_3_4 = 0.0
mod_permutation_3_5 = 0.0
bit_change_3_5 = 0.0
mod_permutation_3_6 = 0.0
bit_change_3_6 = 0.0
mod_permutation_3_7 = 0.0
bit_change_3_7 = 0.0
mod_permutation_3_8 = 0.0
bit_change_3_8 = 0.0
mod_permutation_3_9 = 0.0
bit_change_3_9 = 0.0
mod_permutation_3_10 = 0.0
bit_change_3_10 = -0.0
mod_permutation_4_0 = 0.0
bit_change_4_0 = -0.0
mod_permutation_4_1 = 0.0
bit_change_4_1 = 0.0
mod_permutation_4_2 = 0.0
bit_change_4_2 = 0.0
mod_permutation_4_3 = 1.0
bit_change_4_3 = 0.0
mod_permutation_4_4 = 1.0
bit_change_4_4 = 0.0
mod_permutation_4_5 = 1.0
bit_change_4_5 = 0.0
mod_permutation_4_6 = 1.0
bit_change_4_6 = 0.0
mod_permutation_4_7 = 0.0
bit_change_4_7 = 0.0
mod_permutation_4_8 = 0.0
bit_change_4_8 = 0.0
mod_permutation_4_9 = 0.0
bit_change_4_9 = 0.0
mod_permutation_4_10 = 0.0
bit_change_4_10 = -0.0
Optimal objective value: 0.0
