Optimal solution found:
permutation_7_4 = 0.0
permutation_7_5 = -0.0
permutation_7_6 = -0.0
permutation_7_7 = -0.0
permutation_7_8 = -0.0
permutation_7_9 = -0.0
permutation_7_10 = -0.0
permutation_7_11 = -0.0
permutation_7_12 = -0.0
permutation_7_13 = -0.0
permutation_7_14 = -0.0
permutation_7_15 = -0.0
permutation_7_16 = -0.0
permutation_7_17 = -0.0
permutation_7_18 = 1.0
permutation_7_19 = 0.0
permutation_7_20 = 0.0
permutation_7_21 = 0.0
permutation_7_22 = -0.0
permutation_8_0 = -0.0
permutation_8_1 = 0.0
permutation_8_2 = 1.0
permutation_8_3 = 0.0
permutation_8_4 = 0.0
permutation_8_5 = -0.0
permutation_8_6 = -0.0
permutation_8_7 = -0.0
permutation_8_8 = -0.0
permutation_8_9 = -0.0
permutation_8_10 = -0.0
permutation_8_11 = -0.0
permutation_8_12 = -0.0
permutation_8_13 = -0.0
permutation_8_14 = -0.0
permutation_8_15 = -0.0
permutation_8_16 = -0.0
permutation_8_17 = -0.0
permutation_8_18 = 0.0
permutation_8_19 = 0.0
permutation_8_20 = 0.0
permutation_8_21 = 0.0
permutation_8_22 = -0.0
permutation_9_0 = -0.0
permutation_9_1 = 0.0
permutation_9_2 = 0.0
permutation_9_3 = 0.0
permutation_9_4 = 0.0
permutation_9_5 = -0.0
permutation_9_6 = -0.0
permutation_9_7 = -0.0
permutation_9_8 = -0.0
permutation_9_9 = -0.0
permutation_9_10 = -0.0
permutation_9_11 = -0.0
permutation_9_12 = -0.0
permutation_9_13 = -0.0
permutation_9_14 = -0.0
permutation_9_15 = -0.0
permutation_9_16 = -0.0
permutation_9_17 = -0.0
permutation_9_18 = 0.0
permutation_9_19 = 0.0
permutation_9_20 = 1.0
permutation_9_21 = 0.0
permutation_9_22 = -0.0
permutation_10_0 = -0.0
permutation_10_1 = 0.0
permutation_10_2 = 0.0
permutation_10_3 = 0.0
permutation_10_4 = 0.0
permutation_10_5 = -0.0
permutation_10_6 = -0.0
permutation_10_7 = -0.0
permutation_10_8 = -0.0
permutation_10_9 = -0.0
permutation_10_10 = -0.0
permutation_10_11 = -0.0
permutation_10_12 = -0.0
permutation_10_13 = -0.0
permutation_10_14 = -0.0
permutation_10_15 = -0.0
permutation_10_16 = -0.0
permutation_10_17 = -0.0
permutation_10_18 = 0.0
permutation_10_19 = 0.0
permutation_10_20 = 0.0
permutation_10_21 = 1.0
permutation_10_22 = -0.0
permutation_11_0 = -0.0
permutation_11_1 = -0.0
permutation_11_2 = -0.0
permutation_11_3 = -0.0
permutation_11_4 = -0.0
permutation_11_5 = 0.0
permutation_11_6 = 0.0
permutation_11_7 = 0.0
permutation_11_8 = 0.0
permutation_11_9 = 0.0
permutation_11_10 = 0.0
permutation_11_11 = 0.0
permutation_11_12 = 0.0
permutation_11_13 = 0.0
permutation_11_14 = 0.0
permutation_11_15 = 0.0
permutation_11_16 = 0.0
permutation_11_17 = 1.0
permutation_11_18 = -0.0
permutation_11_19 = -0.0
permutation_11_20 = -0.0
permutation_11_21 = 0.0
permutation_11_22 = -0.0
permutation_12_0 = -0.0
permutation_12_1 = 0.0
permutation_12_2 = 0.0
permutation_12_3 = 1.0
permutation_12_4 = 0.0
permutation_12_5 = -0.0
permutation_12_6 = -0.0
permutation_12_7 = -0.0
permutation_12_8 = -0.0
permutation_12_9 = -0.0
permutation_12_10 = -0.0
permutation_12_11 = -0.0
permutation_12_12 = -0.0
permutation_12_13 = -0.0
permutation_12_14 = -0.0
permutation_12_15 = -0.0
permutation_12_16 = -0.0
permutation_12_17 = -0.0
permutation_12_18 = 0.0
permutation_12_19 = 0.0
permutation_12_20 = 0.0
permutation_12_21 = 0.0
permutation_12_22 = -0.0
permutation_13_0 = -0.0
permutation_13_1 = -0.0
permutation_13_2 = -0.0
permutation_13_3 = -0.0
permutation_13_4 = -0.0
permutation_13_5 = 0.0
permutation_13_6 = 0.0
permutation_13_7 = 0.0
permutation_13_8 = 0.0
permutation_13_9 = 0.0
permutation_13_10 = 0.0
permutation_13_11 = 0.0
permutation_13_12 = 1.0
permutation_13_13 = 0.0
permutation_13_14 = 0.0
permutation_13_15 = 0.0
permutation_13_16 = 0.0
permutation_13_17 = 0.0
permutation_13_18 = -0.0
permutation_13_19 = -0.0
permutation_13_20 = -0.0
permutation_13_21 = 0.0
permutation_13_22 = -0.0
permutation_14_0 = -0.0
permutation_14_1 = -0.0
permutation_14_2 = -0.0
permutation_14_3 = -0.0
permutation_14_4 = -0.0
permutation_14_5 = -0.0
permutation_14_6 = 1.0
permutation_14_7 = 0.0
permutation_14_8 = 0.0
permutation_14_9 = 0.0
permutation_14_10 = 0.0
permutation_14_11 = 0.0
permutation_14_12 = 0.0
permutation_14_13 = 0.0
permutation_14_14 = 0.0
permutation_14_15 = 0.0
permutation_14_16 = 0.0
permutation_14_17 = 0.0
permutation_14_18 = -0.0
permutation_14_19 = -0.0
permutation_14_20 = -0.0
permutation_14_21 = 0.0
permutation_14_22 = -0.0
permutation_15_0 = -0.0
permutation_15_1 = -0.0
permutation_15_2 = -0.0
permutation_15_3 = -0.0
permutation_15_4 = -0.0
permutation_15_5 = 0.0
permutation_15_6 = 0.0
permutation_15_7 = 0.0
permutation_15_8 = 0.0
permutation_15_9 = 0.0
permutation_15_10 = 0.0
permutation_15_11 = 0.0
permutation_15_12 = 0.0
permutation_15_13 = 1.0
permutation_15_14 = 0.0
permutation_15_15 = 0.0
permutation_15_16 = 0.0
permutation_15_17 = 0.0
permutation_15_18 = -0.0
permutation_15_19 = -0.0
permutation_15_20 = -0.0
permutation_15_21 = 0.0
permutation_15_22 = -0.0
permutation_16_0 = -0.0
permutation_16_1 = -0.0
permutation_16_2 = -0.0
permutation_16_3 = -0.0
permutation_16_4 = -0.0
permutation_16_5 = -0.0
permutation_16_6 = 0.0
permutation_16_7 = 0.0
permutation_16_8 = 1.0
permutation_16_9 = 0.0
permutation_16_10 = 0.0
permutation_16_11 = 0.0
permutation_16_12 = 0.0
permutation_16_13 = 0.0
permutation_16_14 = 0.0
permutation_16_15 = 0.0
permutation_16_16 = 0.0
permutation_16_17 = 0.0
permutation_16_18 = -0.0
permutation_16_19 = -0.0
permutation_16_20 = -0.0
permutation_16_21 = 0.0
permutation_16_22 = -0.0
permutation_17_0 = -0.0
permutation_17_1 = 1.0
permutation_17_2 = 0.0
permutation_17_3 = 0.0
permutation_17_4 = 0.0
permutation_17_5 = -0.0
permutation_17_6 = -0.0
permutation_17_7 = -0.0
permutation_17_8 = -0.0
permutation_17_9 = -0.0
permutation_17_10 = -0.0
permutation_17_11 = -0.0
permutation_17_12 = -0.0
permutation_17_13 = -0.0
permutation_17_14 = -0.0
permutation_17_15 = -0.0
permutation_17_16 = -0.0
permutation_17_17 = -0.0
permutation_17_18 = 0.0
permutation_17_19 = 0.0
permutation_17_20 = 0.0
permutation_17_21 = 0.0
permutation_17_22 = -0.0
permutation_18_0 = -0.0
permutation_18_1 = 0.0
permutation_18_2 = 0.0
permutation_18_3 = 0.0
permutation_18_4 = 1.0
permutation_18_5 = -0.0
permutation_18_6 = -0.0
permutation_18_7 = -0.0
permutation_18_8 = -0.0
permutation_18_9 = -0.0
permutation_18_10 = -0.0
permutation_18_11 = -0.0
permutation_18_12 = -0.0
permutation_18_13 = -0.0
permutation_18_14 = -0.0
permutation_18_15 = -0.0
permutation_18_16 = -0.0
permutation_18_17 = -0.0
permutation_18_18 = 0.0
permutation_18_19 = 0.0
permutation_18_20 = 0.0
permutation_18_21 = 0.0
permutation_18_22 = -0.0
permutation_19_0 = -0.0
permutation_19_1 = -0.0
permutation_19_2 = -0.0
permutation_19_3 = -0.0
permutation_19_4 = -0.0
permutation_19_5 = 0.0
permutation_19_6 = 0.0
permutation_19_7 = 0.0
permutation_19_8 = 0.0
permutation_19_9 = 0.0
permutation_19_10 = 0.0
permutation_19_11 = 0.0
permutation_19_12 = 0.0
permutation_19_13 = 0.0
permutation_19_14 = 1.0
permutation_19_15 = 0.0
permutation_19_16 = 0.0
permutation_19_17 = 0.0
permutation_19_18 = -0.0
permutation_19_19 = -0.0
permutation_19_20 = -0.0
permutation_19_21 = 0.0
permutation_19_22 = -0.0
permutation_20_0 = -0.0
permutation_20_1 = -0.0
permutation_20_2 = -0.0
permutation_20_3 = -0.0
permutation_20_4 = -0.0
permutation_20_5 = -0.0
permutation_20_6 = 0.0
permutation_20_7 = 0.0
permutation_20_8 = 0.0
permutation_20_9 = 1.0
permutation_20_10 = 0.0
permutation_20_11 = 0.0
permutation_20_12 = 0.0
permutation_20_13 = 0.0
permutation_20_14 = 0.0
permutation_20_15 = 0.0
permutation_20_16 = 0.0
permutation_20_17 = 0.0
permutation_20_18 = -0.0
permutation_20_19 = -0.0
permutation_20_20 = -0.0
permutation_20_21 = 0.0
permutation_20_22 = -0.0
permutation_21_0 = -0.0
permutation_21_1 = -0.0
permutation_21_2 = -0.0
permutation_21_3 = -0.0
permutation_21_4 = -0.0
permutation_21_5 = 0.0
permutation_21_6 = 0.0
permutation_21_7 = 0.0
permutation_21_8 = 0.0
permutation_21_9 = 0.0
permutation_21_10 = 0.0
permutation_21_11 = 1.0
permutation_21_12 = 0.0
permutation_21_13 = 0.0
permutation_21_14 = 0.0
permutation_21_15 = 0.0
permutation_21_16 = 0.0
permutation_21_17 = 0.0
permutation_21_18 = -0.0
permutation_21_19 = -0.0
permutation_21_20 = -0.0
permutation_21_21 = 0.0
permutation_21_22 = -0.0
permutation_22_0 = -0.0
permutation_22_1 = -0.0
permutation_22_2 = -0.0
permutation_22_3 = -0.0
permutation_22_4 = -0.0
permutation_22_5 = -0.0
permutation_22_6 = -0.0
permutation_22_7 = -0.0
permutation_22_8 = -0.0
permutation_22_9 = -0.0
permutation_22_10 = -0.0
permutation_22_11 = -0.0
permutation_22_12 = -0.0
permutation_22_13 = -0.0
permutation_22_14 = -0.0
permutation_22_15 = -0.0
permutation_22_16 = -0.0
permutation_22_17 = -0.0
permutation_22_18 = -0.0
permutation_22_19 = -0.0
permutation_22_20 = -0.0
permutation_22_21 = -0.0
permutation_22_22 = 1.0
permutation_0_0 = -0.0
permutation_0_1 = -0.0
permutation_0_2 = -0.0
permutation_0_3 = -0.0
permutation_0_4 = -0.0
permutation_0_5 = 1.0
permutation_0_6 = 1.0
permutation_0_7 = 1.0
permutation_0_8 = 1.0
permutation_0_9 = 1.0
permutation_0_10 = 1.0
permutation_0_11 = 1.0
permutation_0_12 = 1.0
permutation_0_13 = 1.0
permutation_0_14 = 1.0
permutation_0_15 = 1.0
permutation_0_16 = 1.0
permutation_0_17 = 1.0
permutation_0_18 = -0.0
permutation_0_19 = -0.0
permutation_0_20 = -0.0
permutation_0_21 = 0.0
permutation_0_22 = -0.0
permutation_1_0 = -0.0
permutation_1_1 = 1.0
permutation_1_2 = 0.0
permutation_1_3 = 0.0
permutation_1_4 = 0.0
permutation_1_5 = 0.0
permutation_1_6 = 0.0
permutation_1_7 = 0.0
permutation_1_8 = 0.0
permutation_1_9 = 0.0
permutation_1_10 = 0.0
permutation_1_11 = 1.0
permutation_1_12 = 1.0
permutation_1_13 = 1.0
permutation_1_14 = 1.0
permutation_1_15 = 1.0
permutation_1_16 = 1.0
permutation_1_17 = 1.0
permutation_1_18 = 1.0
permutation_1_19 = 1.0
permutation_1_20 = 1.0
permutation_1_21 = 1.0
permutation_1_22 = -0.0
permutation_2_0 = -0.0
permutation_2_1 = -0.0
permutation_2_2 = -0.0
permutation_2_3 = -0.0
permutation_2_4 = -0.0
permutation_2_5 = 0.0
permutation_2_6 = 0.0
permutation_2_7 = 0.0
permutation_2_8 = 0.0
permutation_2_9 = 0.0
permutation_2_10 = 0.0
permutation_2_11 = 0.0
permutation_2_12 = 0.0
permutation_2_13 = 0.0
permutation_2_14 = 0.0
permutation_2_15 = 1.0
permutation_2_16 = 1.0
permutation_2_17 = 0.0
permutation_2_18 = -0.0
permutation_2_19 = -0.0
permutation_2_20 = -0.0
permutation_2_21 = 0.0
permutation_2_22 = -0.0
permutation_3_0 = -0.0
permutation_3_1 = 1.0
permutation_3_2 = 1.0
permutation_3_3 = 0.0
permutation_3_4 = 1.0
permutation_3_5 = 1.0
permutation_3_6 = 1.0
permutation_3_7 = 1.0
permutation_3_8 = 1.0
permutation_3_9 = 1.0
permutation_3_10 = 1.0
permutation_3_11 = 1.0
permutation_3_12 = 1.0
permutation_3_13 = 1.0
permutation_3_14 = 1.0
permutation_3_15 = 1.0
permutation_3_16 = 1.0
permutation_3_17 = 1.0
permutation_3_18 = 1.0
permutation_3_19 = 1.0
permutation_3_20 = 1.0
permutation_3_21 = 1.0
permutation_3_22 = -0.0
permutation_4_0 = -0.0
permutation_4_1 = 0.0
permutation_4_2 = 0.0
permutation_4_3 = 0.0
permutation_4_4 = 0.0
permutation_4_5 = -0.0
permutation_4_6 = -0.0
permutation_4_7 = -0.0
permutation_4_8 = -0.0
permutation_4_9 = -0.0
permutation_4_10 = -0.0
permutation_4_11 = -0.0
permutation_4_12 = -0.0
permutation_4_13 = -0.0
permutation_4_14 = -0.0
permutation_4_15 = -0.0
permutation_4_16 = -0.0
permutation_4_17 = -0.0
permutation_4_18 = 0.0
permutation_4_19 = 0.0
permutation_4_20 = 1.0
permutation_4_21 = 1.0
permutation_4_22 = -0.0
permutation_5_0 = -0.0
permutation_5_1 = 0.0
permutation_5_2 = 0.0
permutation_5_3 = 0.0
permutation_5_4 = 0.0
permutation_5_5 = 0.0
permutation_5_6 = 0.0
permutation_5_7 = 0.0
permutation_5_8 = 0.0
permutation_5_9 = 0.0
permutation_5_10 = 0.0
permutation_5_11 = 0.0
permutation_5_12 = 0.0
permutation_5_13 = 1.0
permutation_5_14 = 1.0
permutation_5_15 = 1.0
permutation_5_16 = 1.0
permutation_5_17 = 1.0
permutation_5_18 = 1.0
permutation_5_19 = 1.0
permutation_5_20 = 0.0
permutation_5_21 = 0.0
permutation_5_22 = -0.0
permutation_6_0 = -0.0
permutation_6_1 = 1.0
permutation_6_2 = 1.0
permutation_6_3 = 0.0
permutation_6_4 = 0.0
permutation_6_5 = 0.0
permutation_6_6 = 0.0
permutation_6_7 = 0.0
permutation_6_8 = 0.0
permutation_6_9 = 0.0
permutation_6_10 = 0.0
permutation_6_11 = 0.0
permutation_6_12 = 0.0
permutation_6_13 = 0.0
permutation_6_14 = 1.0
permutation_6_15 = 1.0
permutation_6_16 = 1.0
permutation_6_17 = 1.0
permutation_6_18 = 1.0
permutation_6_19 = 1.0
permutation_6_20 = 1.0
permutation_6_21 = 1.0
permutation_6_22 = -0.0
permutation_7_0 = -0.0
permutation_7_1 = 0.0
permutation_7_2 = 0.0
permutation_7_3 = 1.0
permutation_7_4 = 1.0
permutation_7_5 = 1.0
permutation_7_6 = 1.0
permutation_7_7 = 1.0
permutation_7_8 = 1.0
permutation_7_9 = 1.0
permutation_7_10 = 1.0
permutation_7_11 = 1.0
permutation_7_12 = 1.0
permutation_7_13 = 1.0
permutation_7_14 = 1.0
permutation_7_15 = 1.0
permutation_7_16 = 0.0
permutation_7_17 = 0.0
permutation_7_18 = 0.0
permutation_7_19 = 0.0
permutation_7_20 = 0.0
permutation_7_21 = 0.0
permutation_7_22 = -0.0
permutation_8_0 = -0.0
permutation_8_1 = 0.0
permutation_8_2 = 0.0
permutation_8_3 = 0.0
permutation_8_4 = 0.0
permutation_8_5 = 0.0
permutation_8_6 = 0.0
permutation_8_7 = 0.0
permutation_8_8 = 0.0
permutation_8_9 = 0.0
permutation_8_10 = 0.0
permutation_8_11 = 1.0
permutation_8_12 = 1.0
permutation_8_13 = 1.0
permutation_8_14 = 1.0
permutation_8_15 = 1.0
permutation_8_16 = 1.0
permutation_8_17 = 1.0
permutation_8_18 = 1.0
permutation_8_19 = 1.0
permutation_8_20 = 0.0
permutation_8_21 = 0.0
permutation_8_22 = -0.0
mod_permutation_0_0 = 0.0
bit_change_0_0 = -0.0
mod_permutation_0_1 = 0.0
bit_change_0_1 = 0.0
mod_permutation_0_2 = 0.0
bit_change_0_2 = 0.0
mod_permutation_0_3 = 0.0
bit_change_0_3 = 0.0
mod_permutation_0_4 = 0.0
bit_change_0_4 = 0.0
mod_permutation_0_5 = 1.0
bit_change_0_5 = 0.0
mod_permutation_0_6 = 1.0
bit_change_0_6 = 0.0
mod_permutation_0_7 = 1.0
bit_change_0_7 = 0.0
mod_permutation_0_8 = 1.0
bit_change_0_8 = 0.0
mod_permutation_0_9 = 1.0
bit_change_0_9 = 0.0
mod_permutation_0_10 = 1.0
bit_change_0_10 = 0.0
mod_permutation_0_11 = 1.0
bit_change_0_11 = 0.0
mod_permutation_0_12 = 1.0
bit_change_0_12 = 0.0
mod_permutation_0_13 = 1.0
bit_change_0_13 = 0.0
mod_permutation_0_14 = 1.0
bit_change_0_14 = 0.0
mod_permutation_0_15 = 1.0
bit_change_0_15 = 0.0
mod_permutation_0_16 = 1.0
bit_change_0_16 = 0.0
mod_permutation_0_17 = 1.0
bit_change_0_17 = 0.0
mod_permutation_0_18 = 0.0
bit_change_0_18 = 0.0
mod_permutation_0_19 = 0.0
bit_change_0_19 = 0.0
mod_permutation_0_20 = 0.0
bit_change_0_20 = 0.0
mod_permutation_0_21 = 0.0
bit_change_0_21 = 0.0
mod_permutation_0_22 = 0.0
bit_change_0_22 = -0.0
mod_permutation_1_0 = 1.0
bit_change_1_0 = -0.0
mod_permutation_1_1 = 1.0
bit_change_1_1 = 0.0
mod_permutation_1_2 = 0.0
bit_change_1_2 = 0.0
mod_permutation_1_3 = 0.0
bit_change_1_3 = 0.0
mod_permutation_1_4 = 0.0
bit_change_1_4 = 0.0
mod_permutation_1_5 = 0.0
bit_change_1_5 = 0.0
mod_permutation_1_6 = 0.0
bit_change_1_6 = 0.0
mod_permutation_1_7 = 0.0
bit_change_1_7 = 0.0
mod_permutation_1_8 = 0.0
bit_change_1_8 = 0.0
mod_permutation_1_9 = 0.0
bit_change_1_9 = 0.0
mod_permutation_1_10 = 0.0
bit_change_1_10 = 0.0
mod_permutation_1_11 = 1.0
bit_change_1_11 = 0.0
mod_permutation_1_12 = 1.0
bit_change_1_12 = 0.0
mod_permutation_1_13 = 1.0
bit_change_1_13 = 0.0
mod_permutation_1_14 = 1.0
bit_change_1_14 = 0.0
mod_permutation_1_15 = 1.0
bit_change_1_15 = 0.0
mod_permutation_1_16 = 1.0
bit_change_1_16 = 0.0
mod_permutation_1_17 = 1.0
bit_change_1_17 = 0.0
mod_permutation_1_18 = 1.0
bit_change_1_18 = 0.0
mod_permutation_1_19 = 1.0
bit_change_1_19 = 0.0
mod_permutation_1_20 = 1.0
bit_change_1_20 = 0.0
mod_permutation_1_21 = 1.0
bit_change_1_21 = 0.0
mod_permutation_1_22 = 1.0
bit_change_1_22 = -0.0
mod_permutation_2_0 = 0.0
bit_change_2_0 = -0.0
mod_permutation_2_1 = 0.0
bit_change_2_1 = 0.0
mod_permutation_2_2 = 0.0
bit_change_2_2 = 0.0
mod_permutation_2_3 = 0.0
bit_change_2_3 = 0.0
mod_permutation_2_4 = 0.0
bit_change_2_4 = 0.0
mod_permutation_2_5 = 0.0
bit_change_2_5 = 0.0
mod_permutation_2_6 = 0.0
bit_change_2_6 = 0.0
mod_permutation_2_7 = 0.0
bit_change_2_7 = 0.0
mod_permutation_2_8 = 0.0
bit_change_2_8 = 0.0
mod_permutation_2_9 = 0.0
bit_change_2_9 = 0.0
mod_permutation_2_10 = 0.0
bit_change_2_10 = 0.0
mod_permutation_2_11 = 0.0
bit_change_2_11 = 0.0
mod_permutation_2_12 = 0.0
bit_change_2_12 = 0.0
mod_permutation_2_13 = 0.0
bit_change_2_13 = 0.0
mod_permutation_2_14 = 0.0
bit_change_2_14 = 0.0
mod_permutation_2_15 = 1.0
bit_change_2_15 = 0.0
mod_permutation_2_16 = 1.0
bit_change_2_16 = 0.0
mod_permutation_2_17 = 0.0
bit_change_2_17 = 0.0
mod_permutation_2_18 = 0.0
bit_change_2_18 = 0.0
mod_permutation_2_19 = 0.0
bit_change_2_19 = 0.0
mod_permutation_2_20 = 0.0
bit_change_2_20 = 0.0
mod_permutation_2_21 = 0.0
bit_change_2_21 = 0.0
mod_permutation_2_22 = 0.0
bit_change_2_22 = -0.0
mod_permutation_3_0 = 1.0
bit_change_3_0 = -0.0
mod_permutation_3_1 = 1.0
bit_change_3_1 = 0.0
mod_permutation_3_2 = 1.0
bit_change_3_2 = 0.0
mod_permutation_3_3 = 0.0
bit_change_3_3 = 0.0
mod_permutation_3_4 = 1.0
bit_change_3_4 = 0.0
mod_permutation_3_5 = 1.0
bit_change_3_5 = 0.0
mod_permutation_3_6 = 1.0
bit_change_3_6 = 0.0
mod_permutation_3_7 = 1.0
bit_change_3_7 = 0.0
mod_permutation_3_8 = 1.0
bit_change_3_8 = 0.0
mod_permutation_3_9 = 1.0
bit_change_3_9 = 0.0
mod_permutation_3_10 = 1.0
bit_change_3_10 = 0.0
mod_permutation_3_11 = 1.0
bit_change_3_11 = 0.0
mod_permutation_3_12 = 1.0
bit_change_3_12 = 0.0
mod_permutation_3_13 = 1.0
bit_change_3_13 = 0.0
mod_permutation_3_14 = 1.0
bit_change_3_14 = 0.0
mod_permutation_3_15 = 1.0
bit_change_3_15 = 0.0
mod_permutation_3_16 = 1.0
bit_change_3_16 = 0.0
mod_permutation_3_17 = 1.0
bit_change_3_17 = 0.0
mod_permutation_3_18 = 1.0
bit_change_3_18 = 0.0
mod_permutation_3_19 = 1.0
bit_change_3_19 = 0.0
mod_permutation_3_20 = 1.0
bit_change_3_20 = 0.0
mod_permutation_3_21 = 1.0
bit_change_3_21 = 0.0
mod_permutation_3_22 = 1.0
bit_change_3_22 = -0.0
mod_permutation_4_0 = 0.0
bit_change_4_0 = -0.0
mod_permutation_4_1 = 0.0
bit_change_4_1 = 0.0
mod_permutation_4_2 = 0.0
bit_change_4_2 = 0.0
mod_permutation_4_3 = 0.0
bit_change_4_3 = 0.0
mod_permutation_4_4 = 0.0
bit_change_4_4 = 0.0
mod_permutation_4_5 = 0.0
bit_change_4_5 = 0.0
mod_permutation_4_6 = 0.0
bit_change_4_6 = 0.0
mod_permutation_4_7 = 0.0
bit_change_4_7 = 0.0
mod_permutation_4_8 = 0.0
bit_change_4_8 = 0.0
mod_permutation_4_9 = 0.0
bit_change_4_9 = 0.0
mod_permutation_4_10 = 0.0
bit_change_4_10 = 0.0
mod_permutation_4_11 = 0.0
bit_change_4_11 = 0.0
mod_permutation_4_12 = 0.0
bit_change_4_12 = 0.0
mod_permutation_4_13 = 0.0
bit_change_4_13 = 0.0
mod_permutation_4_14 = 0.0
bit_change_4_14 = 0.0
mod_permutation_4_15 = 0.0
bit_change_4_15 = 0.0
mod_permutation_4_16 = 0.0
bit_change_4_16 = 0.0
mod_permutation_4_17 = 0.0
bit_change_4_17 = 0.0
mod_permutation_4_18 = 0.0
bit_change_4_18 = 0.0
mod_permutation_4_19 = 0.0
bit_change_4_19 = 0.0
mod_permutation_4_20 = 1.0
bit_change_4_20 = 0.0
mod_permutation_4_21 = 1.0
bit_change_4_21 = 0.0
mod_permutation_4_22 = 0.0
